txn_id,customer_id,card_type,payment_mode,merchant,location,device,is_international,amount,score,predicted,actual,correct,latency_ms,timestamp
TXN-156046,CUST-3654,Visa,Online,Amazon,UK,Laptop,1,139.53712974080614,0.9994132816791534,1,1,1,46.010732650756836,2026-05-04 14:45:49.103535
TXN-384249,CUST-2113,Visa,UPI,Petrol Pump,Bangalore,POS,0,13.62066757966844,2.7796738777396968e-06,0,0,1,47.003746032714844,2026-05-04 14:45:49.182055
TXN-377256,CUST-3468,Visa,Online,Flipkart,Dubai,Mobile,1,34.623653239578026,2.9289283247635467e-06,0,0,1,52.44803428649902,2026-05-04 14:45:49.266859
TXN-109976,CUST-1208,MasterCard,Card Swipe,Grocery,Bangalore,Mobile,0,39.9431912070562,3.960240064770915e-06,0,0,1,49.52549934387207,2026-05-04 14:45:49.342384
TXN-118342,CUST-1752,MasterCard,Online,Amazon,UK,Mobile,1,152.62374250612336,0.9991812407970428,1,1,1,45.52602767944336,2026-05-04 14:45:49.416913
TXN-185238,CUST-4327,MasterCard,UPI,Petrol Pump,Delhi,Laptop,0,10.024002582190938,2.1949877009319607e-06,0,0,1,43.00045967102051,2026-05-04 14:45:49.492911
TXN-144712,CUST-2100,RuPay,UPI,Electronics,Hyderabad,Laptop,0,0.8399996570037191,1.5337303693740978e-06,0,0,1,52.00004577636719,2026-05-04 14:45:49.579799
TXN-258165,CUST-1498,RuPay,UPI,Electronics,Dubai,POS,1,71.1458032431216,3.908566668542335e-06,0,0,1,49.5295524597168,2026-05-04 14:45:49.656337
TXN-342251,CUST-3883,MasterCard,UPI,Grocery,UK,Mobile,1,0.6342626713714589,1.4201272051650449e-06,0,0,1,49.5305061340332,2026-05-04 14:45:49.735862
TXN-211765,CUST-1788,RuPay,UPI,Petrol Pump,Chennai,Mobile,0,29.07024375276928,1.573720624037378e-06,0,0,1,47.52707481384277,2026-05-04 14:45:49.812385
TXN-284868,CUST-4079,Visa,Card Swipe,Electronics,Bangalore,Mobile,0,22.222208758657867,3.075399490626296e-06,0,0,1,50.0030517578125,2026-05-04 14:45:49.891400
TXN-286765,CUST-2531,MasterCard,UPI,Grocery,Dubai,Mobile,1,90.4917606877348,1.3109580550008104e-06,0,0,1,46.00238800048828,2026-05-04 14:45:49.964927
TXN-200810,CUST-4887,Visa,Online,Electronics,Hyderabad,POS,0,118.7402144618493,2.588894403743325e-06,0,0,1,52.52695083618164,2026-05-04 14:45:50.049451
TXN-157497,CUST-4983,Visa,Online,Restaurant,Mumbai,Mobile,0,1.830793702881412,1.8758611304292572e-06,0,0,1,48.52914810180664,2026-05-04 14:45:50.124981
TXN-266643,CUST-2106,Visa,Card Swipe,Electronics,Delhi,Mobile,0,29.853076313853084,2.214389724031207e-06,0,0,1,50.0493049621582,2026-05-04 14:45:50.205029
TXN-361514,CUST-1968,Visa,UPI,Petrol Pump,Dubai,Mobile,1,138.68861369148718,2.4717310225241818e-06,0,0,1,45.99952697753906,2026-05-04 14:45:50.279003
TXN-233761,CUST-2642,MasterCard,Online,Amazon,Dubai,Laptop,1,27.40406576007594,1.3109580550008104e-06,0,0,1,46.517372131347656,2026-05-04 14:45:50.357528
TXN-122122,CUST-2507,Visa,Card Swipe,Flipkart,Delhi,POS,0,27.09623499388332,1.7983314819502993e-06,0,0,1,47.5308895111084,2026-05-04 14:45:50.436059
TXN-171675,CUST-4970,RuPay,Online,Petrol Pump,Dubai,POS,1,92.98643859226016,1.3109580550008104e-06,0,0,1,50.82297325134277,2026-05-04 14:45:50.516881
TXN-318329,CUST-2311,Visa,Online,Restaurant,Hyderabad,Mobile,0,154.6321476504236,1.4158283647702774e-06,0,0,1,48.39015007019043,2026-05-04 14:45:50.592269
TXN-373683,CUST-4598,Visa,Online,Restaurant,UK,Mobile,1,78.43968235703161,2.8451220259739785e-06,0,0,1,45.003414154052734,2026-05-04 14:45:50.667796
TXN-246479,CUST-3061,Visa,Online,Amazon,Delhi,Laptop,0,2.177502511978523,1.4201272051650449e-06,0,0,1,42.517900466918945,2026-05-04 14:45:50.743318
TXN-186146,CUST-2012,MasterCard,Online,Restaurant,UK,Mobile,1,5.948050761799703,1.4201272051650449e-06,0,0,1,47.52945899963379,2026-05-04 14:45:50.826846
TXN-191047,CUST-1264,RuPay,UPI,Petrol Pump,Hyderabad,Mobile,0,44.60853739329616,1.7047709661710542e-06,0,0,1,47.01089859008789,2026-05-04 14:45:50.905858
TXN-183059,CUST-2137,Visa,Card Swipe,Grocery,Mumbai,Laptop,0,156.8554883304273,1.7979317590288701e-06,0,0,1,46.23532295227051,2026-05-04 14:45:50.982610
TXN-351169,CUST-2500,RuPay,UPI,Restaurant,Delhi,POS,0,57.9108760910348,4.703091690316796e-06,0,0,1,47.00207710266113,2026-05-04 14:45:51.063137
TXN-135584,CUST-3574,MasterCard,Online,Amazon,UK,Mobile,1,252.8906570719296,0.9995414018630981,1,1,1,47.919273376464844,2026-05-04 14:45:51.141055
TXN-203192,CUST-3783,Visa,Online,Grocery,Delhi,Laptop,0,31.434078927946533,1.4158283647702774e-06,0,0,1,53.06196212768555,2026-05-04 14:45:51.223114
TXN-146739,CUST-2923,RuPay,Online,Petrol Pump,Mumbai,Laptop,0,18.858953013893416,2.2523286133946385e-06,0,0,1,48.509836196899414,2026-05-04 14:45:51.313067
TXN-112150,CUST-2744,MasterCard,UPI,Amazon,Mumbai,Laptop,0,25.95502762043712,1.4201272051650449e-06,0,0,1,49.00240898132324,2026-05-04 14:45:51.391079
TXN-122730,CUST-1023,MasterCard,Online,Petrol Pump,Bangalore,POS,0,121.30769373132246,2.549360488046659e-06,0,0,1,51.00202560424805,2026-05-04 14:45:51.470605
TXN-368441,CUST-1382,Visa,UPI,Restaurant,Delhi,Laptop,0,71.79806421471181,1.53972450789297e-06,0,0,1,53.904056549072266,2026-05-04 14:45:51.552515
TXN-248465,CUST-1579,MasterCard,UPI,Flipkart,Delhi,POS,0,123.58830941712856,1.573720624037378e-06,0,0,1,45.54009437561035,2026-05-04 14:45:51.637052
TXN-199685,CUST-2124,MasterCard,UPI,Amazon,Dubai,Mobile,1,72.04470346808014,1.4143087128104526e-06,0,0,1,46.52714729309082,2026-05-04 14:45:51.716577
TXN-372680,CUST-1262,MasterCard,Online,Petrol Pump,UK,Mobile,1,14.642172957143668,1.4158283647702774e-06,0,0,1,50.01521110534668,2026-05-04 14:45:51.798589
TXN-250714,CUST-3539,MasterCard,UPI,Electronics,Delhi,Mobile,0,35.91989267288178,2.275902716064593e-06,0,0,1,49.43394660949707,2026-05-04 14:45:51.875535
TXN-157755,CUST-1908,RuPay,Card Swipe,Electronics,Bangalore,POS,0,9.1093462831344,1.690786803010269e-06,0,0,1,47.51896858215332,2026-05-04 14:45:51.951061
TXN-107912,CUST-1524,MasterCard,UPI,Grocery,Delhi,Mobile,0,18.023268360453887,4.682893631979823e-06,0,0,1,42.53435134887695,2026-05-04 14:45:52.024595
TXN-180802,CUST-3399,Visa,Card Swipe,Amazon,Delhi,Mobile,0,86.9985856237336,1.4143087128104526e-06,0,0,1,44.008493423461914,2026-05-04 14:45:52.104597
TXN-253709,CUST-4691,Visa,UPI,Petrol Pump,Chennai,POS,0,64.22102742117124,7.302350695681525e-06,0,0,1,45.00079154968262,2026-05-04 14:45:52.183127
TXN-269632,CUST-4485,Visa,Online,Restaurant,Chennai,Mobile,0,45.90704869996663,7.474484846170526e-06,0,0,1,51.62835121154785,2026-05-04 14:45:52.267281
TXN-275364,CUST-3437,RuPay,Card Swipe,Restaurant,Dubai,Laptop,1,40.21004533513296,5.209205028222641e-06,0,0,1,47.971487045288086,2026-05-04 14:45:52.342253
TXN-379540,CUST-2179,Visa,Online,Amazon,UK,Laptop,1,4.218163567684639,0.9995414018630981,1,1,1,45.52721977233887,2026-05-04 14:45:52.416775
TXN-107540,CUST-2205,RuPay,UPI,Flipkart,USA,POS,1,192.33955721603365,1.573720624037378e-06,0,0,1,44.99983787536621,2026-05-04 14:45:52.494773
TXN-256178,CUST-1818,Visa,UPI,Grocery,UK,POS,1,132.3878698799916,1.573720624037378e-06,0,0,1,46.010494232177734,2026-05-04 14:45:52.573116
TXN-344266,CUST-2737,RuPay,Online,Restaurant,USA,POS,1,28.6271733511534,1.690786803010269e-06,0,0,1,46.52690887451172,2026-05-04 14:45:52.651640
